year,site_id,watershed_name,watershed_area_sqmi,flow_gage_name,gaged_area_sqmi,gaged_annual_mean_cfs,area_ratio_watershed_to_gaged,watershed_annual_mean_cfs,watershed_annual_runoff_cfs_per_sqmi
1990,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,441.2,0.07,32.29,1.4
1991,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,363.8,0.07,26.62,1.2
1992,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,320.6,0.07,23.46,1
1993,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,561.3,0.07,41.08,1.8
1994,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,550.5,0.07,40.29,1.8
1995,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,319.2,0.07,23.36,1
1996,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,913.6,0.07,66.86,2.9
1997,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,435.4,0.07,31.86,1.4
1998,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,413.7,0.07,30.28,1.3
1999,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,435.6,0.07,31.88,1.4
2000,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,518.1,0.07,37.92,1.7
2001,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,347,0.07,25.4,1.1
2002,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,246.7,0.07,18.05,0.8
2003,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,862.7,0.07,63.14,2.7
2004,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,713.1,0.07,52.19,2.3
2005,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,590.2,0.07,43.19,1.9
2006,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,521.3,0.07,38.15,1.7
2007,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,490.8,0.07,35.92,1.6
2008,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,411.1,0.07,30.09,1.3
2009,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,508.8,0.07,37.24,1.6
2010,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,543,0.07,39.74,1.7
2011,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,741.3,0.07,54.25,2.4
2012,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,399.8,0.07,29.26,1.3
2013,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,526.4,0.07,38.52,1.7
2014,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,608.8,0.07,44.55,1.9
2015,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,369.5,0.07,27.04,1.2
2016,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,358.4,0.07,26.23,1.1
2017,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,312.7,0.07,22.88,1
2018,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,787.6,0.07,57.64,2.5
2019,,Brandywine River in DE,22.98,"BRANDYWINE CREEK AT WILMINGTON, DE",314,701.2,0.07,51.32,2.2
1990,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,34.2,3.28,112.11,1.7
1991,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,25.2,3.28,82.61,1.2
1992,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,25.9,3.28,84.9,1.3
1993,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,37.9,3.28,124.24,1.8
1994,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,33.5,3.28,109.81,1.6
1995,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,21.4,3.28,70.15,1
1996,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,50.9,3.28,166.85,2.5
1997,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,23.8,3.28,78.02,1.2
1998,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,22.8,3.28,74.74,1.1
1999,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,29.3,3.28,96.05,1.4
2000,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,26.1,3.28,85.56,1.3
2001,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,19.3,3.28,63.27,0.9
2002,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,20.1,3.28,65.89,1
2003,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,53.5,3.28,175.38,2.6
2004,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,53.2,3.28,174.39,2.6
2005,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,27.9,3.28,91.46,1.4
2006,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,27.6,3.28,90.47,1.3
2007,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,22.2,3.28,72.77,1.1
2008,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,18.8,3.28,61.63,0.9
2009,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,24.2,3.28,79.33,1.2
2010,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,29.5,3.28,96.7,1.4
2011,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,44.9,3.28,147.18,2.2
2012,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,23.1,3.28,75.72,1.1
2013,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,33.7,3.28,110.47,1.6
2014,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,32.8,3.28,107.52,1.6
2015,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,31,3.28,101.62,1.5
2016,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,24.3,3.28,79.66,1.2
2017,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,20.2,3.28,66.22,1
2018,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,43.5,3.28,142.6,2.1
2019,,Christina River in DE,67.2,"CHRISTINA RIVER AT COOCHS BRIDGE, DE",20.5,33.9,3.28,111.13,1.7
1990,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,63.2,0.45,28.39,1.3
1991,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,47.4,0.45,21.29,1
1992,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,39.8,0.45,17.88,0.8
1993,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,72.2,0.45,32.43,1.5
1994,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,69,0.45,30.99,1.5
1995,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,37.1,0.45,16.66,0.8
1996,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,105.1,0.45,47.21,2.2
1997,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,56.4,0.45,25.33,1.2
1998,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,42.9,0.45,19.27,0.9
1999,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,57.2,0.45,25.69,1.2
2000,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,59.6,0.45,26.77,1.3
2001,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,45.9,0.45,20.62,1
2002,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,38.1,0.45,17.11,0.8
2003,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,129,0.45,57.94,2.7
2004,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,121.2,0.45,54.44,2.6
2005,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,77.8,0.45,34.94,1.7
2006,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,70.7,0.45,31.75,1.5
2007,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,68.6,0.45,30.81,1.5
2008,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,53.9,0.45,24.21,1.1
2009,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,74.9,0.45,33.64,1.6
2010,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,82.3,0.45,36.96,1.8
2011,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,100.5,0.45,45.14,2.1
2012,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,58.5,0.45,26.28,1.2
2013,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,75.7,0.45,34,1.6
2014,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,84,0.45,37.73,1.8
2015,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,58.4,0.45,26.23,1.2
2016,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,49.4,0.45,22.19,1.1
2017,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,48.7,0.45,21.87,1
2018,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,95.1,0.45,42.71,2
2019,,Red Clay Creek in DE,21.11,"RED CLAY CREEK AT WOODDALE, DE",47,88.6,0.45,39.79,1.9
1990,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,119,0.52,61.72,1.3
1991,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,91.7,0.52,47.56,1
1992,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,86.7,0.52,44.97,1
1993,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,144.4,0.52,74.89,1.6
1994,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,132.6,0.52,68.77,1.5
1995,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,74.7,0.52,38.74,0.8
1996,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,209.9,0.52,108.86,2.4
1997,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,108.7,0.52,56.38,1.2
1998,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,94.1,0.52,48.8,1.1
1999,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,113.5,0.52,58.86,1.3
2000,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,120.1,0.52,62.29,1.3
2001,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,86.4,0.52,44.81,1
2002,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,68.3,0.52,35.42,0.8
2003,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,215.8,0.52,111.92,2.4
2004,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,226.9,0.52,117.68,2.5
2005,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,135.7,0.52,70.38,1.5
2006,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,120.9,0.52,62.7,1.4
2007,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,117.8,0.52,61.09,1.3
2008,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,96.2,0.52,49.89,1.1
2009,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,133.2,0.52,69.08,1.5
2010,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,137.6,0.52,71.36,1.5
2011,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,181.4,0.52,94.08,2
2012,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,97.2,0.52,50.41,1.1
2013,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,142.4,0.52,73.85,1.6
2014,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,162.5,0.52,84.28,1.8
2015,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,114.7,0.52,59.49,1.3
2016,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,95,0.52,49.27,1.1
2017,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,73,0.52,37.86,0.8
2018,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,180.9,0.52,93.82,2
2019,,White Clay Creek in DE,46.21,"WHITE CLAY CREEK NEAR NEWARK, DE",89.1,156.6,0.52,81.22,1.8
1990,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.6,1.37,14.49,1.4
1991,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.5,1.37,14.36,1.4
1992,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.41,1.37,10.13,1
1993,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,13.8,1.37,18.87,1.8
1994,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,13.2,1.37,18.05,1.8
1995,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,8.35,1.37,11.42,1.1
1996,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,19.1,1.37,26.12,2.6
1997,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,8,1.37,10.94,1.1
1998,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,8.19,1.37,11.2,1.1
1999,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,14,1.37,19.14,1.9
2000,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,11.5,1.37,15.72,1.5
2001,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.57,1.37,10.35,1
2002,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.62,1.37,10.42,1
2003,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,20.3,1.37,27.76,2.7
2004,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,16.7,1.37,22.83,2.2
2005,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.8,1.37,14.77,1.4
2006,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,12.2,1.37,16.68,1.6
2007,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,11.7,1.37,16,1.6
2008,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,9.97,1.37,13.63,1.3
2009,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,13.8,1.37,18.87,1.8
2010,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,13.3,1.37,18.18,1.8
2011,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,14.7,1.37,20.1,2
2012,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,6.82,1.37,9.32,0.9
2013,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.2,1.37,13.95,1.4
2014,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.2,1.37,13.95,1.4
2015,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.2,1.37,13.95,1.4
2016,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.01,1.37,9.58,0.9
2017,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.06,1.37,9.65,0.9
2018,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,15.2,1.37,20.78,2
2019,,Naamans Creek in DE,10.2,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.8,1.37,14.77,1.4
1990,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.6,1.93,20.42,1.4
1991,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.5,1.93,20.23,1.4
1992,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.41,1.93,14.27,1
1993,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,13.8,1.93,26.58,1.8
1994,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,13.2,1.93,25.43,1.8
1995,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,8.35,1.93,16.08,1.1
1996,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,19.1,1.93,36.79,2.6
1997,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,8,1.93,15.41,1.1
1998,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,8.19,1.93,15.78,1.1
1999,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,14,1.93,26.97,1.9
2000,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,11.5,1.93,22.15,1.5
2001,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.57,1.93,14.58,1
2002,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.62,1.93,14.68,1
2003,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,20.3,1.93,39.1,2.7
2004,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,16.7,1.93,32.17,2.2
2005,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.8,1.93,20.8,1.4
2006,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,12.2,1.93,23.5,1.6
2007,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,11.7,1.93,22.54,1.6
2008,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,9.97,1.93,19.2,1.3
2009,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,13.8,1.93,26.58,1.8
2010,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,13.3,1.93,25.62,1.8
2011,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,14.7,1.93,28.32,2
2012,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,6.82,1.93,13.14,0.9
2013,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.2,1.93,19.65,1.4
2014,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.2,1.93,19.65,1.4
2015,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.2,1.93,19.65,1.4
2016,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.01,1.93,13.5,0.9
2017,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,7.06,1.93,13.6,0.9
2018,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,15.2,1.93,29.28,2
2019,,Shellpot Creek,14.37,"SHELLPOT CREEK AT WILMINGTON, DE",7.46,10.8,1.93,20.8,1.4
1990,,Buntings Branch,9.87,"STOCKLEY BRANCH AT STOCKLEY, DE",5.24,5.94,1.88,11.19,1.1
1991,,Buntings Branch,9.87,"STOCKLEY BRANCH AT STOCKLEY, DE",5.24,6.33,1.88,11.92,1.2
1992,,Buntings Branch,9.87,MILLSBORO POND OUTLET AT MILLSBORO,61.7,80.3,0.16,12.85,1.3
1993,,Buntings Branch,9.87,MILLSBORO POND OUTLET AT MILLSBORO,61.7,100.3,0.16,16.04,1.6
1994,,Buntings Branch,9.87,MILLSBORO POND OUTLET AT MILLSBORO,61.7,127.3,0.16,20.36,2.1
1995,,Buntings Branch,9.87,MILLSBORO POND OUTLET AT MILLSBORO,61.7,64.2,0.16,10.27,1
1996,,Buntings Branch,9.87,MILLSBORO POND OUTLET AT MILLSBORO,61.7,119.9,0.16,19.18,1.9
1997,,Buntings Branch,9.87,MILLSBORO POND OUTLET AT MILLSBORO,61.7,84.1,0.16,13.45,1.4
1998,,Buntings Branch,9.87,MILLSBORO POND OUTLET AT MILLSBORO,61.7,124.6,0.16,19.93,2
1999,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.09,4.41,13.62,1.4
2000,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,5.07,4.41,22.34,2.3
2001,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,2.84,4.41,12.51,1.3
2002,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.68,4.41,16.22,1.6
2003,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,7.18,4.41,31.64,3.2
2004,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.85,4.41,16.96,1.7
2005,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,4.78,4.41,21.06,2.1
2006,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,2.91,4.41,12.82,1.3
2007,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,2.61,4.41,11.5,1.2
2008,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.68,4.41,16.22,1.6
2009,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,4.93,4.41,21.72,2.2
2010,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.23,4.41,14.23,1.4
2011,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,2.7,4.41,11.9,1.2
2012,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,4.55,4.41,20.05,2
2013,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,5.65,4.41,24.9,2.5
2014,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.26,4.41,14.36,1.5
2015,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,4.62,4.41,20.36,2.1
2016,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,4.63,4.41,20.4,2.1
2017,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.97,4.41,17.49,1.8
2018,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,8.41,4.41,37.06,3.8
2019,,Buntings Branch,9.87,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.44,4.41,15.16,1.5
1990,,Little Assawoman Bay,31.89,"STOCKLEY BRANCH AT STOCKLEY, DE",5.24,5.94,6.09,36.15,1.1
1991,,Little Assawoman Bay,31.89,"STOCKLEY BRANCH AT STOCKLEY, DE",5.24,6.33,6.09,38.52,1.2
1992,,Little Assawoman Bay,31.89,MILLSBORO POND OUTLET AT MILLSBORO,61.7,80.3,0.52,41.5,1.3
1993,,Little Assawoman Bay,31.89,MILLSBORO POND OUTLET AT MILLSBORO,61.7,100.3,0.52,51.84,1.6
1994,,Little Assawoman Bay,31.89,MILLSBORO POND OUTLET AT MILLSBORO,61.7,127.3,0.52,65.8,2.1
1995,,Little Assawoman Bay,31.89,MILLSBORO POND OUTLET AT MILLSBORO,61.7,64.2,0.52,33.18,1
1996,,Little Assawoman Bay,31.89,MILLSBORO POND OUTLET AT MILLSBORO,61.7,119.9,0.52,61.97,1.9
1997,,Little Assawoman Bay,31.89,MILLSBORO POND OUTLET AT MILLSBORO,61.7,84.1,0.52,43.47,1.4
1998,,Little Assawoman Bay,31.89,MILLSBORO POND OUTLET AT MILLSBORO,61.7,124.6,0.52,64.4,2
1999,,Little Assawoman Bay,31.89,BEAVERDAM DITCH NEAR MILLVILLE,2.24,3.09,14.24,43.99,1.4
2000,,Little Assawoman Bay,31.89,BEAVERDAM DITCH NEAR MILLVILLE,2.24,5.07,14.24,72.18,2.3
2001,,Little Assawoman Bay,31.89,BEAVERDAM DITCH NEAR MILLVILLE,2.24,2.84,14.24,40.43,1.3
